EC / List No.,CAS No.,Name,Registration Type,Submission Type,Total Tonnage Band,Dossier ID,Link
425-220-8,5945-33-5,"2,2-Bis[4-[bis(phenoxy)phosphoryloxy]phenyl]propane",Full,Individual Submission,"100 - 1,000 tonnes per annum",DISS-b8dd5fae-0ba2-0692-e044-00144f67d031,Dossier
425-220-8,5945-33-5,425-220-8,Full,Individual Submission,Tonnage Data Confidential,DISS-9875c7ca-5966-5ce6-e044-00144f67d031,Dossier
425-220-8,5945-33-5,"Reaction mass of tetraphenyl propane-2,2-diyldibenzene-4,1-diylbis(phosphate) and {4-[2-(4-{[4-(2-{4-[(diphenoxyphosphoryl)oxy]phenyl}propan-2-yl)phenoxy](phenoxy)phosphoryl}oxy)phenyl]propan-2-yl}phenyl diphenyl phosphate",Full,Individual Submission,1 - 10 tonnes per annum,DISS-828de700-6e9a-1425-e044-00144fd73934,Dossier
425-230-2,,(1-hydroxydodecylidene)diphosphonic acid,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4277043-6393-6d1b-e044-00144f67d031,Dossier
425-240-7,,Acrol Catalyst 3,NONS,Individual Submission,Tonnage Data Confidential,DISS-beaccb2d-a79f-731f-e044-00144f67d031,Dossier
425-250-1,,425-250-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42768a6-d78f-686b-e044-00144f67d031,Dossier
425-260-6, ,2380W94,Intermediate,Individual Submission,Intermediate Use Only,DISS-beaccbdb-e0c1-7367-e044-00144f67d031,Dossier
425-270-0,134620-00-1,425-270-0,NONS,Individual Submission,1 + tonnes per annum,DISS-beaccb80-dfc7-7325-e044-00144f67d031,Dossier
425-280-5,114772-54-2,425-280-5,Intermediate,Individual Submission,1 + tonnes per annum,DISS-a64f1c45-0fe4-508f-e044-00144f67d249,Dossier
425-280-5,114772-54-2,4'-Bromomethylbiphenyl-2-carbonitrile,Intermediate,Individual Submission,Intermediate Use Only,DISS-a1351497-3106-41db-e044-00144f67d031,Dossier
425-300-2,,425-300-2,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42770aa-c49f-6d22-e044-00144f67d031,Dossier
425-310-7,,425-310-7,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42825cd-72e1-4efc-e044-00144f67d031,Dossier
425-330-6, ,Fulvestrant dienone,NONS,Individual Submission,Tonnage Data Confidential,DISS-beaccc75-6bba-737d-e044-00144f67d031,Dossier
425-340-0,,"Reaction mass of 1-ethoxy-1,1,2,3,3,3-hexafluoro-2-(trifluoromethyl)propane and 1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane",Full,Joint Submission,1 - 10 tonnes per annum,DISS-b8da6c6b-e2f7-4e20-e044-00144f67d031,Dossier
425-340-0,,[Name not available],NONS,Individual Submission,Tonnage Data Confidential,DISS-beaccced-c193-749b-e044-00144f67d031,Dossier
425-360-1,,425-360-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c427711c-2418-6d4e-e044-00144f67d031,Dossier
425-370-4,,Fenal,NONS,Individual Submission,Intermediate Use Only,DISS-beacccfa-f1ea-749d-e044-00144f67d031,Dossier
425-380-9,7397-46-8,diethylmethoxyborane,Intermediate,Individual Submission,Intermediate Use Only,DISS-c4c4fdb3-ffa3-5077-e044-00144f67d031,Dossier
425-380-9,,425-380-9,NONS,Individual Submission,1 + tonnes per annum,DISS-beaccd63-c12b-749f-e044-00144f67d031,Dossier
425-400-6,179986-09-5,"coconut oil, reaction products with glycerol esters of 3,5-bis(1,1-dimethylethyl)-4-hydroxybenzenepropanoic acid",Full,Joint Submission,10 - 100 tonnes per annum,DISS-d019303a-8e10-6d21-e044-00144f67d249,Dossier
425-400-6,179986-09-5,"coconut oil, reaction products with glycerol esters of 3,5-bis(1,1-dimethylethyl)-4-hydroxybenzenepropanoic acid",NONS,Individual Submission,Tonnage Data Confidential,DISS-beacc86e-de55-72b1-e044-00144f67d031,Dossier
425-430-1,6746-94-7,Ethynyl cyclopropane,Intermediate,Individual Submission,Intermediate Use Only,DISS-76fd4d2b-6740-37c3-e044-00144f26965e,Dossier
425-430-1,6746-94-7,425-430-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-beacc5e5-714b-722d-e044-00144f67d031,Dossier
425-440-4,,425-440-4,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42641e3-0179-508b-e044-00144f67d031,Dossier
425-450-9,294-90-6,"1,4,7,10-Tetraazacyclododecane",Intermediate,Individual Submission,Intermediate Use Only,DISS-a64ee798-6b11-26e2-e044-00144f67d249,Dossier
425-500-1,,425-500-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42642c6-0055-50ee-e044-00144f67d031,Dossier
425-520-9,,425-520-9,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264873-56b6-52bb-e044-00144f67d031,Dossier
425-530-3,,425-530-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264843-d421-52b4-e044-00144f67d031,Dossier
425-540-8,,425-540-8,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429afef-3b3a-1c7c-e044-00144f67d031,Dossier
425-560-7,174063-87-7,"2-methylbenzene-1,4-diyl bis{4-[3-(acryloyloxy)propoxy]benzoate}",Full,Individual Submission,1 - 10 tonnes per annum,DISS-9ff3e7de-4ee8-6339-e044-00144f67d031,Dossier
425-560-7,,425-560-7,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264088-d326-4fde-e044-00144f67d031,Dossier
425-570-1,,425-570-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264851-1529-52b6-e044-00144f67d031,Dossier
425-600-3, ,425-600-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-beacceb2-9a4e-74de-e044-00144f67d031,Dossier
425-620-2,,Alkenyl dicarboxylamide,NONS,Individual Submission,Tonnage Data Confidential,DISS-beacd69a-9456-00e0-e044-00144f67d031,Dossier
425-630-7,,425-630-7,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42647c8-3030-527d-e044-00144f67d031,Dossier
425-650-6,,425-650-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264371-3261-5130-e044-00144f67d031,Dossier
425-660-0,165101-57-5,"N-Butyl-2-(1-ethylpentyl)-1,3-oxazolidine",NONS,Joint Submission,Tonnage Data Confidential,DISS-c425544c-1984-5324-e044-00144f67d031,Dossier
425-670-5,,425-670-5,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264cad-fd07-545e-e044-00144f67d031,Dossier
425-720-6,,425-720-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429d262-80eb-2dc8-e044-00144f67d031,Dossier
425-740-5,,425-740-5,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4292c29-eed7-5370-e044-00144f67d031,Dossier
425-750-1,,425-750-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264544-0702-51ae-e044-00144f67d031,Dossier
425-770-9,,3-chloropropyl chloroformiate,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264bb1-57ee-53cb-e044-00144f67d031,Dossier
425-790-8,,1-(2-chloroethoxy)-4-nitrobenzene,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42648fe-d0d7-5300-e044-00144f67d031,Dossier
425-800-0,,N-methyl-4-nitrophenethylamine hydrochloride,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429a502-8984-16fb-e044-00144f67d031,Dossier
425-820-1,,"3-ethyl 5-methyl 2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-1,4-dihydro-6-methyl-3,5-pyridinedicarboxylate",NONS,Individual Submission,Tonnage Data Confidential,DISS-c429c8a9-6c31-28b7-e044-00144f67d031,Dossier
425-830-4,,425-830-4,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264d4e-3870-547d-e044-00144f67d031,Dossier
425-850-3,,425-850-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4264c7f-7c3d-5440-e044-00144f67d031,Dossier
425-860-8,,425-860-8,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4265622-74ed-5965-e044-00144f67d031,Dossier
425-870-2,,425-870-2,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4265dfc-ba38-5ca6-e044-00144f67d031,Dossier
425-880-7,,425-880-7,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4265a48-7a7b-5b9e-e044-00144f67d031,Dossier
425-910-9,,425-910-9,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4265dec-0d6f-5ca2-e044-00144f67d031,Dossier
425-920-3,,425-920-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4265786-0220-5a2f-e044-00144f67d031,Dossier
425-940-2,,425-940-2,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4265840-9817-5a92-e044-00144f67d031,Dossier
425-950-7,187393-00-6,"2,2'-[6-(4-methoxyphenyl)-1,3,5-triazine-2,4-diyl]bis{5-[(2-ethylhexyl)oxy]phenol}",Full,Joint Submission,1 - 10 tonnes per annum,DISS-a210173b-0a9d-71a8-e044-00144f67d031,Dossier
425-950-7, ,CGF-C 1607,NONS,Individual Submission,Tonnage Data Confidential,DISS-beaccc9d-0d0e-738b-e044-00144f67d031,Dossier
425-960-1,,425-960-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4265eae-d6db-5d34-e044-00144f67d031,Dossier
425-970-6,,"chloro-N,N-dimethylformiminium chloride",NONS,Individual Submission,Tonnage Data Confidential,DISS-c426573b-5db5-5a0c-e044-00144f67d031,Dossier
425-980-0,129499-78-1,L-Ascorbic acid 2-glucoside,Full,Individual Submission,1 - 10 tonnes per annum,DISS-e7627168-f715-63fd-e044-00144f67d031,Dossier
425-980-0,,425-980-0,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429327a-2d09-559d-e044-00144f67d031,Dossier
426-000-4,,426-000-4,NONS,Individual Submission,Tonnage Data Confidential,DISS-c426608b-24bf-5fdf-e044-00144f67d031,Dossier
426-010-9,,426-010-9,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42661c9-e545-6056-e044-00144f67d031,Dossier
426-020-3,,426-020-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429f539-c366-3ed1-e044-00144f67d031,Dossier
426-040-2,25713-60-4,"2,4,6-tris(2,4,6-tribromophenoxy)-1,3,5-triazine",Full,Individual Submission,"1,000 - 10,000 tonnes per annum",DISS-b8dd824f-afe5-0df3-e044-00144f67d031,Dossier
426-040-2, ,"2,4,6-tris(2,4,6-tribromophenoxy)-1,3,5-triazine",NONS,Individual Submission,Tonnage Data Confidential,DISS-beace38b-6900-0485-e044-00144f67d031,Dossier
426-070-6,,426-070-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42661a9-a3ce-6042-e044-00144f67d031,Dossier
426-080-0,,426-080-0,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429d221-2647-2dbe-e044-00144f67d031,Dossier
426-090-5,,426-090-5,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4265c2a-59f8-5c3e-e044-00144f67d031,Dossier
426-100-8,,426-100-8,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42970f5-7e1e-72ed-e044-00144f67d031,Dossier
426-110-2,,426-110-2,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42932d0-2857-55c4-e044-00144f67d031,Dossier
426-130-1,,"A mixture of: cis-2-isobutyl-5-methyl 1,3-dioxane; trans-2-isobutyl-5-methyl 1,3-dioxane",NONS,Individual Submission,Tonnage Data Confidential,DISS-beacd689-59f4-00d1-e044-00144f67d031,Dossier
426-140-6,,426-140-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c426635d-5da4-610e-e044-00144f67d031,Dossier
426-150-0,,426-150-0,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429ea31-bc8d-386f-e044-00144f67d031,Dossier
426-180-4,,426-180-4,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4266ce0-0abf-64b8-e044-00144f67d031,Dossier
426-190-9,,426-190-9,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42989a7-6049-0b94-e044-00144f67d031,Dossier
426-200-1,172015-79-1,"(1S-Cis)-4-(2-Amino-6-chloro-9H-pur_x000D_
in-9-yl)-2-cyclopentene-1-methanol_x000D_
_x000D_
hydrochloride",NONS,Individual Submission,Intermediate Use Only,DISS-beacd610-3cd5-00c1-e044-00144f67d031,Dossier
426-260-9,,426-260-9,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42965f1-f54e-6e9a-e044-00144f67d031,Dossier
426-280-8,,426-280-8,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42670dd-4260-65c6-e044-00144f67d031,Dossier
426-290-2,74149-72-7,Methyl 4-[4-(4-methoxybenzoylamino)-3-nitrophenyl]-3-methyl-4-oxo-butyrate,Full,Individual Submission,1 - 10 tonnes per annum,DISS-9fe7392f-ffc7-08ca-e044-00144f67d031,Dossier
426-290-2,,426-290-2,NONS,Individual Submission,Tonnage Data Confidential,DISS-c426702a-a49c-6579-e044-00144f67d031,Dossier
426-300-5,,426-300-5,NONS,Individual Submission,Tonnage Data Confidential,DISS-beaccf7a-1f51-750d-e044-00144f67d031,Dossier
426-310-1,,426-310-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42670d5-321b-65c2-e044-00144f67d031,Dossier
426-320-4,,methyl N-benzyloxycarbonyl-L-tyrosinate,NONS,Individual Submission,Tonnage Data Confidential,DISS-c426714c-a24d-65d3-e044-00144f67d031,Dossier
426-350-8,,potassium 2-chloro-3-(benzyloxy)propionate,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4266cc2-c4ff-6498-e044-00144f67d031,Dossier
426-370-7,1017183-70-8,3-(4-fluorophenyl)-2-methylpropionylchloride,Intermediate,Individual Submission,Intermediate Use Only,DISS-b8da5b6e-1638-4a3f-e044-00144f67d031,Dossier
426-370-7,,SOLE 3,NONS,Individual Submission,Tonnage Data Confidential,DISS-beacd67c-ef2f-00cf-e044-00144f67d031,Dossier
426-380-1,,426-380-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42674ce-84f3-6928-e044-00144f67d031,Dossier
426-390-6,,426-390-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42671b7-7e14-6604-e044-00144f67d031,Dossier
426-400-9,170222-39-6,426-400-9,Full,Joint Submission,1 + tonnes per annum,DISS-c426762d-d463-697d-e044-00144f67d031,Dossier
426-410-3,,426-410-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4292d26-f3b3-53cb-e044-00144f67d031,Dossier
426-420-8,,426-420-8,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4266f9f-4982-653f-e044-00144f67d031,Dossier
426-430-2,,426-430-2,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42672c5-a6b0-6871-e044-00144f67d031,Dossier
426-440-7,,426-440-7,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4266fe3-7ced-656d-e044-00144f67d031,Dossier
426-450-1,,426-450-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4267846-762e-6a27-e044-00144f67d031,Dossier
426-460-6,260415-81-4,1-(4-(trans-4-ethylcyclohexyl)phenyl)ethanone,Intermediate,Individual Submission,Intermediate Use Only,DISS-a64ed46f-e89a-17fd-e044-00144f67d249,Dossier
426-470-0,,426-470-0,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4293322-f78e-5623-e044-00144f67d031,Dossier
426-480-5,,426-480-5,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42677cb-8455-6a22-e044-00144f67d031,Dossier
426-490-1,,426-490-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4296676-0ebc-6eca-e044-00144f67d031,Dossier
426-520-1,71420-85-4,"sodium (6R-trans)-7-amino-8-oxo-3-[[[1-(sulfomethyl)-1H-tetrazol-5-yl]thio]methyl]-5-thia-_x000D_
1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate monohydrate",Intermediate,Individual Submission,Intermediate Use Only,DISS-b8dd3791-897d-71c0-e044-00144f67d031,Dossier
426-520-1,71420-85-4,"SODIUM (6R-TRANS)-7-AMINO-8-OXO-3-[[[1-(SULFOMETHYL)-_x000D_
1H-TETRAZOL-5-YL]THIO]METHYL]-5-THIA-1-AZABICYCLO[4.2.0]_x000D_
OCT-2-ENE-2-CARBOXYLATE MONOHYDRATE",NONS,Individual Submission,Tonnage Data Confidential,DISS-beacd704-c10c-00f6-e044-00144f67d031,Dossier
426-530-6,,1-ethoxy-4-(2-methylbutan-2-yl)cyclohexane,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4258167-c33a-680f-e044-00144f67d031,Dossier
426-540-0,2973-59-3,2-bromo-5-hydroxy-4-methoxybenzaldehyde,Intermediate,Joint Submission,Intermediate Use Only,DISS-c4c46071-b6fa-0651-e044-00144f67d031,Dossier
426-550-5,,"9,9-dimethyl-N,N-bis(4-methylphenyl)-9H-fluoren-2-amine",NONS,Individual Submission,Tonnage Data Confidential,DISS-c42684d2-caa4-70d9-e044-00144f67d031,Dossier
426-570-4,,426-570-4,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429c175-328b-25b9-e044-00144f67d031,Dossier
426-580-9,,426-580-9,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42969e4-667e-7011-e044-00144f67d031,Dossier
426-620-5,619297-89-1,4-lodo-2-potassiumsulfonato-benzoicacid,Intermediate,Joint Submission,1 + tonnes per annum,DISS-76fd4e31-55f9-3820-e044-00144f26965e,Dossier
426-630-1,,426-630-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268af0-4fff-730e-e044-00144f67d031,Dossier
426-640-4,,426-640-4,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268b56-804a-7327-e044-00144f67d031,Dossier
426-650-9, ,CGL 052,NONS,Individual Submission,Tonnage Data Confidential,DISS-beacd068-18f3-7526-e044-00144f67d031,Dossier
426-670-8,,426-670-8,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268b41-c357-7325-e044-00144f67d031,Dossier
426-680-2,,426-680-2,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268b0d-954a-7323-e044-00144f67d031,Dossier
426-690-7,,426-690-7,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42687c0-01fc-71bf-e044-00144f67d031,Dossier
426-730-3,,426-730-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-c426884f-413e-71de-e044-00144f67d031,Dossier
426-770-1,,426-770-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268954-c5a0-7244-e044-00144f67d031,Dossier
426-780-6,,426-780-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4292f59-e601-5485-e044-00144f67d031,Dossier
426-790-0,162208-27-7,diethyl thiophosphoryl (Z)-(2-aminothiazol-4-yl)methoxyimino acetate,Intermediate,Individual Submission,Intermediate Use Only,DISS-76fd585b-a58e-3ed7-e044-00144f26965e,Dossier
426-810-8,,3-(2H-tetrazol-5-yl)pyridine,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268cc5-3dcb-73d2-e044-00144f67d031,Dossier
426-820-2,,1-(4-(trans-4-heptylcyclohexyl)phenyl)ethane,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268cfe-2df3-73da-e044-00144f67d031,Dossier
426-830-7,,1-(4-(trans-4-pentylcyclohexyl)phenyl)ethanone,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268d0d-9ef1-73f0-e044-00144f67d031,Dossier
426-840-1,,426-840-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268eb1-a9a3-74b2-e044-00144f67d031,Dossier
426-850-6,,426-850-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268d38-5b46-73f6-e044-00144f67d031,Dossier
426-860-0, ,not yet assigned,NONS,Individual Submission,Tonnage Data Confidential,DISS-beabe3d9-1f74-3d72-e044-00144f67d031,Dossier
426-890-4,77341-67-4,"[1R-(1-.alpha.,2.beta.,5.alpha.)]-mono[5-methyl-2-(1-methyle_x000D_
thyl)cyclohexyl] butanedioate",NONS,Individual Submission,Tonnage Data Confidential,DISS-beacd83b-c19c-0112-e044-00144f67d031,Dossier
426-930-0,,1-aminoethylphosphinic acid,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4296d58-d78a-716d-e044-00144f67d031,Dossier
426-970-9,,426-970-9,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4268e27-4940-746b-e044-00144f67d031,Dossier
427-020-6,,427-020-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4269de8-84b7-079f-e044-00144f67d031,Dossier
427-040-5,,427-040-5,NONS,Individual Submission,Tonnage Data Confidential,DISS-c42a06f1-b56d-4a78-e044-00144f67d031,Dossier
427-050-1,,FSH,NONS,Individual Submission,Tonnage Data Confidential,DISS-beacd8be-8ec3-0147-e044-00144f67d031,Dossier
427-080-3,,427-080-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-c429d48c-07d7-2e87-e044-00144f67d031,Dossier
427-090-8,,"A mixture of: ethyl (2R,3R)-3-isopropylbicyclo[2.2.1]hept-5-ene-2-carboxylate; ethyl (2S,3S)-3-isopropylbicyclo[2.2.1]hept-5-ene-2-carboxylate",NONS,Individual Submission,Tonnage Data Confidential,DISS-beace2e6-25ea-0467-e044-00144f67d031,Dossier
427-100-0,,"(2R*,3S*)-2-(2,4-difluorophenyl)-3-(5-fluoro-4-pyrimidinyl)-1-(1H-1,2,4-triazol-1-yl)butan-2-ol (1R)-10-camphorsulfonate",NONS,Individual Submission,Tonnage Data Confidential,DISS-c4269e9d-2385-07cf-e044-00144f67d031,Dossier
427-140-9,,427-140-9,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4269a12-b140-0623-e044-00144f67d031,Dossier
427-150-3,,427-150-3,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4269951-6d8b-05d4-e044-00144f67d031,Dossier
427-180-7, ,[Name not available],NONS,Individual Submission,Tonnage Data Confidential,DISS-beacde6c-4829-02b4-e044-00144f67d031,Dossier
427-190-1,,427-190-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4269981-bc64-05ec-e044-00144f67d031,Dossier
427-200-4,,427-200-4,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4269881-223e-05ab-e044-00144f67d031,Dossier
427-230-8,5571-36-8,"(8S,13S,14S)-13-methyl-1,4,6,7,8,12,13,14,15,16-decahydrospiro[cyclopenta[a]phenanthrene-3,2'-[1,3]dioxolan]-17(2H)-one",Intermediate,Individual Submission,Intermediate Use Only,DISS-d6b278b8-3e02-4877-e044-00144f67d031,Dossier
427-230-8,5571-36-8,"cyclic 3-(1,2-ethanediylacetale)-estra-5(10),9(11)-diene-3,17-dione",Intermediate,Individual Submission,Intermediate Use Only,DISS-b8dcfdb2-ca33-6578-e044-00144f67d031,Dossier
427-230-8, ,Ethylene Deltenone,NONS,Individual Submission,Tonnage Data Confidential,DISS-beacddf9-7ef8-026a-e044-00144f67d031,Dossier
427-240-2,134841-35-3,potassium N-(1-methoxy-1-oxobut-2-en-3-yl)valinate,Intermediate,Individual Submission,Intermediate Use Only,DISS-9ff50717-73cf-1be9-e044-00144f67d031,Dossier
427-240-2,134841-35-3,potassium N-(1-methoxy-1-oxobut-2-en-3-yl)valinate,NONS,Individual Submission,Tonnage Data Confidential,DISS-beacddef-91a0-0268-e044-00144f67d031,Dossier
427-260-1,,427-260-1,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4269cb7-6913-0726-e044-00144f67d031,Dossier
427-270-6,,427-270-6,NONS,Individual Submission,Tonnage Data Confidential,DISS-c426a0e7-d4ee-08da-e044-00144f67d031,Dossier
427-300-8,,427-300-8,NONS,Individual Submission,Tonnage Data Confidential,DISS-c426a01e-61ee-0891-e044-00144f67d031,Dossier
427-320-7,,1-(4-(trans-4-butylcyclohexyl)phenyl)ethanone,NONS,Individual Submission,Tonnage Data Confidential,DISS-c426a21c-a0ae-095f-e044-00144f67d031,Dossier
427-330-1,72752-52-4,2-piperidin-1-yl-benzonitrile,NONS,Individual Submission,Tonnage Data Confidential,DISS-c4258121-b1d4-67ea-e044-00144f67d031,Dossier
